issue_type,vendor,source_file,item_name,sku,gtin,category,default_unit_cost,price,details
merged_duplicate,MPWSR,MPWSR Price List May '25.csv,80B BLUE 3.00 GPH SOLID CONE NOZZLE,1366,,MPWSR,12.99,20.00,Merged 2 source rows by exact item-name match. Kept the highest cost option 12.99. Sources: Barrens | Barrens Pricelist 2025.csv | SKU=1366 | Cost=12.71; MPWSR | MPWSR Price List May '25.csv | SKU=1366 | Cost=12.99
merged_duplicate,MPWSR,MPWSR Price List May '25.csv,SUNTEC 12VDC COIL (GREEN),1523,,MPWSR,24.36,30.47,Merged 2 source rows by exact item-name match. Kept the highest cost option 24.36. Sources: Barrens | Barrens Pricelist 2025.csv | SKU=1523 | Cost=22.39; MPWSR | MPWSR Price List May '25.csv | SKU=1523 | Cost=24.36
merged_duplicate,MPWSR,MPWSR Price List May '25.csv,Garden hose washer,24.0095,,MPWSR,0.47,0.80,Merged 2 source rows by exact item-name match. Kept the highest cost option 0.47. Sources: Barrens | Barrens Pricelist 2025.csv | SKU=1737 | Cost=0.17; MPWSR | MPWSR Price List May '25.csv | SKU=24.0095 | Cost=0.47
merged_duplicate,MPWSR,MPWSR Price List May '25.csv,Brass bushing 1/2'' mpt x 1/4''fpt,28106L,,MPWSR,2.28,4.39,Merged 2 source rows by exact item-name match. Kept the highest cost option 2.28. Sources: Barrens | Barrens Pricelist 2025.csv | SKU=2082 | Cost=1.62; MPWSR | MPWSR Price List May '25.csv | SKU=28106L | Cost=2.28
merged_duplicate,MPWSR,MPWSR Price List May '25.csv,Brass hex nipple 3/4 mpt x 1/2 mpt,2115,,MPWSR,4.62,5.68,Merged 2 source rows by exact item-name match. Kept the highest cost option 4.62. Sources: Barrens | Barrens Pricelist 2025.csv | SKU=2115 | Cost=3.36; MPWSR | MPWSR Price List May '25.csv | SKU=2115 | Cost=4.62
merged_duplicate,Barrens,Barrens Pricelist 2025.csv,"SH 1 1/8"" BUSHING",3031,,Barrens,29.01,19.60,Merged 2 source rows by exact item-name match. Kept the highest cost option 29.01. Sources: Barrens | Barrens Pricelist 2025.csv | SKU=3031 | Cost=29.01; MPWSR | MPWSR Price List May '25.csv | SKU=3580 | Cost=15.71
merged_duplicate,MPWSR,MPWSR Price List May '25.csv,48911 66DX SERIES OIL SEAL (NEED 3/PUMP),3081,,MPWSR,8.53,12.20,Merged 2 source rows by exact item-name match. Kept the highest cost option 8.53. Sources: Barrens | Barrens Pricelist 2025.csv | SKU=3081 | Cost=8.11; MPWSR | MPWSR Price List May '25.csv | SKU=3081 | Cost=8.53
merged_duplicate,Barrens,Barrens Pricelist 2025.csv,MUFFLER ASSY GX240-270,5740,,Barrens,42.42,52.50,Merged 2 source rows by exact item-name match. Kept the highest cost option 42.42. Sources: Barrens | Barrens Pricelist 2025.csv | SKU=5740 | Cost=42.42; MPWSR | MPWSR Price List May '25.csv | SKU=42.0102 | Cost=36.75
merged_duplicate,INSECO,2025 Dealer Pricing .xlsx,Black 32 Ounce,635B32,678645003009,INSECO > SEALTHANE Color Packs,35.00,,Merged 2 source rows by exact GTIN match. Kept the highest cost option 35.00. Sources: INSECO | 2025 Dealer Pricing .xlsx | SKU=635B16 | Cost=19.50; INSECO | 2025 Dealer Pricing .xlsx | SKU=635B32 | Cost=35.00
merged_duplicate,Tucker,tucker list 2.docx,Water Fed Brush │ Dual Trim - Boar and Nylon Bristle Hybrid - 4 Pencil Jets,T-12HY-LT,,Tucker > Accessories,105.22,168.06,Merged 2 source rows by same-vendor SKU duplicate. Kept the highest cost option 105.22. Sources: Tucker | tucker list 2.docx | SKU=T-12HY-LT | Cost=90.84; Tucker | tucker list 2.docx | SKU=T-12HY-LT | Cost=105.22
merged_same_vendor_duplicate,Barrens,Barrens Pricelist 2025.csv,"ACCESSORY KIT 1/4""x22mmx22mmx30' HOSE, 2 PC.GUN &",5418,,Barrens,62.37,,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=5418 | Cost=62.37; SKU=6132 | Cost=50.98
merged_same_vendor_duplicate,Barrens,Barrens Pricelist 2025.csv,"HURRICANE FLIPPER FSC/UNDERCARRIAGE 21"" S.S. ROTAR",7158,,Barrens,515.28,,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=6442 | Cost=514.60; SKU=7158 | Cost=515.28
merged_same_vendor_duplicate,Barrens,Barrens Pricelist 2025.csv,"(10)ROTARY 3 ARM 20"" SS WHIRL",7329,,Barrens,50.89,,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=7329 | Cost=50.89; SKU=7345 | Cost=44.64
merged_same_vendor_duplicate,MPWSR,MPWSR Price List May '25.csv,B&S GC GCV blue and white square air filter,42.0634,,MPWSR,5.87,8.40,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=100-988 | Cost=5.25; SKU=42.0634 | Cost=5.87
renamed_same_vendor_duplicate,MPWSR,MPWSR Price List May '25.csv,6000 PSI Gauge,,,MPWSR,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,MPWSR,MPWSR Price List May '25.csv,3/8 mpt x 1/2 Hose Barb,,,MPWSR,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
merged_same_vendor_duplicate,MPWSR,MPWSR Price List May '25.csv,"1/2"" Hose x 1/2"" M Pipe Swivel Crimp",AJU08-08MPS,,MPWSR,4.58,20.00,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=AJ08-08MPS | Cost=4.50; SKU=AJU08-08MPS | Cost=4.58
renamed_same_vendor_duplicate,INSECO,2025 Dealer Pricing .xlsx,Polar Bear,,,INSECO > SOLVENT CONCRETE STAIN/SEALERS,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,"Master Brass Channels with Rubber, 10""",,,JRacenstein > Channels,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,"Master Brass Channels with Rubber, 12""",,,JRacenstein > Channels,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,"Master Brass Channels with Rubber, 14""",,,JRacenstein > Channels,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,"Master Brass Channels with Rubber, 16""",,,JRacenstein > Channels,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,"Master Brass Channels with Rubber, 18""",,,JRacenstein > Channels,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,"Master Brass Channels with Rubber, 22""",,,JRacenstein > Channels,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,Master Brass Squeegee Handle,,,JRacenstein > Squeegee Handles,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,"Master Rubber, 10""",,,JRacenstein > Rubber,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,"Master Rubber, 12""",,,JRacenstein > Rubber,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,"Master Rubber, 14""",,,JRacenstein > Rubber,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,"Master Rubber, 16""",,,JRacenstein > Rubber,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,"Master Rubber, 18""",,,JRacenstein > Rubber,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,"Master Rubber, 20""",,,JRacenstein > Rubber,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,"Master Rubber, 22""",,,JRacenstein > Rubber,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,"Master Rubber, 36""",,,JRacenstein > Rubber,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,"Master Rubber, 24""",,,JRacenstein > Rubber,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,"Master Rubber, 30""",,,JRacenstein > Rubber,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
merged_same_vendor_duplicate,JRacenstein,2026 Price List - Distributors.xlsx,"Wipe'N Dry Black Moss Rubber Floor Squeegees with Splash Guards and Brush 18""",48322,,JRacenstein > Floor Squeegees,18.13,36.26,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=48318 | Cost=14.72; SKU=48322 | Cost=18.13
merged_same_vendor_duplicate,BE,BE PriceList 2025- USD.pdf,PW ELEC 2700PSI 3.5GPM (HE) 7.5HP BALDOR AR 3PH 125 FRM,B2775E34AHE,777897285253,BE > Pressure Washers,1606.00,,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=B2775E34AHE | Cost=1606.00; SKU=B2775E3AHE | Cost=1530.00
renamed_same_vendor_duplicate,BE,BE PriceList 2025- USD.pdf,"CAMLOCK FITTING,POLYPRO 2""",,,BE > Equipment,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,BE,BE PriceList 2025- USD.pdf,"PLUG; 1/4""QCx1/4""MNPT, STEEL, BOXED RETAIL READY PACKAGING",,,BE > Equipment,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
renamed_same_vendor_duplicate,BE,BE PriceList 2025- USD.pdf,"O'RING,",,,BE > Equipment,,,"Kept separate items with the same vendor/name by renaming them using case pack, GTIN, or SKU."
merged_same_vendor_duplicate,BE,BE PriceList 2025- USD.pdf,"PISTON, CERAMIC - 15MM GP",52040009,777897160864,BE > Equipment,35.00,,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=51040009 | Cost=29.00; SKU=52040009 | Cost=35.00
merged_same_vendor_duplicate,BE,BE PriceList 2025- USD.pdf,"PRIMING JUG, FIRE CART 1GAL EMPTY CONTAINTER",90250008BE,777897281132,BE > Equipment,7.77,,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=85.601.085 | Cost=6.21; SKU=90250008BE | Cost=7.77
merged_same_vendor_duplicate,EacoChem,2025 Distributor New Construction and Restoration Products Pricing.pdf,C-Tar Melt - 55 Gallon Drum,,,EacoChem > New Construction & Restoration,1746.51,2308.65,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=[generated] | Cost=1746.51; SKU=[generated] | Cost=1746.50
merged_same_vendor_duplicate,EacoChem,2025 Distributor New Construction and Restoration Products Pricing.pdf,C-Tar Melt - 5 Gallon Pail,,,EacoChem > New Construction & Restoration,171.40,234.85,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=[generated] | Cost=171.40; SKU=[generated] | Cost=171.40
merged_same_vendor_duplicate,EacoChem,2025 Distributor New Construction and Restoration Products Pricing.pdf,C-Tar Melt - 1 Gallon,,,EacoChem > New Construction & Restoration,39.45,55.00,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=[generated] | Cost=39.45; SKU=[generated] | Cost=36.85
merged_same_vendor_duplicate,EacoChem,2025 Distributor New Construction and Restoration Products Pricing.pdf,Graf-Ex - 55 Gallon Drum,,,EacoChem > New Construction & Restoration,1619.50,2272.50,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=[generated] | Cost=1619.50; SKU=[generated] | Cost=1619.50
merged_same_vendor_duplicate,EacoChem,2025 Distributor New Construction and Restoration Products Pricing.pdf,Graf-Ex - 5 Gallon Pail,,,EacoChem > New Construction & Restoration,159.85,231.60,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=[generated] | Cost=159.85; SKU=[generated] | Cost=159.85
merged_same_vendor_duplicate,EacoChem,2025 Distributor New Construction and Restoration Products Pricing.pdf,Graf-Ex - 1 Gallon,,,EacoChem > New Construction & Restoration,37.15,54.35,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=[generated] | Cost=37.15; SKU=[generated] | Cost=34.70
merged_same_vendor_duplicate,EacoChem,2025 Distributor New Construction and Restoration Products Pricing.pdf,HD Degreaser - 55 Gallon Drum,,,EacoChem > New Construction & Restoration,409.95,740.60,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=[generated] | Cost=409.95; SKU=[generated] | Cost=409.95
merged_same_vendor_duplicate,EacoChem,2025 Distributor New Construction and Restoration Products Pricing.pdf,HD Degreaser - 5 Gallon Pail,,,EacoChem > New Construction & Restoration,55.90,100.95,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=[generated] | Cost=55.90; SKU=[generated] | Cost=55.90
merged_same_vendor_duplicate,EacoChem,2025 Distributor New Construction and Restoration Products Pricing.pdf,HD Degreaser - 1 Gallon,,,EacoChem > New Construction & Restoration,15.30,28.10,Merged same-vendor duplicate names and kept the higher cost option. Sources: SKU=[generated] | Cost=15.30; SKU=[generated] | Cost=15.30
renamed_customer_facing_duplicate,Barrens,Barrens Pricelist 2025.csv,Suttner ST-1500 Spray Gun,,,Barrens,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Barrens,Barrens Pricelist 2025.csv,1/4 MEG 15° 2.5 WASHJET SPRAY NOZZLE,,,Barrens,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Barrens,Barrens Pricelist 2025.csv,"BRASS ALLEN HEAD PLUG 1/4""",,,Barrens,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Barrens,Barrens Pricelist 2025.csv,PUSH ON HOSE BARB 1/4 HOSE X 1/4 MPT,,,Barrens,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Barrens,Barrens Pricelist 2025.csv,PUSH ON HOSE BARB 1/2 HOSE X 3/8 MPT,,,Barrens,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Barrens,Barrens Pricelist 2025.csv,REPAIR KIT FOR VRT3-310 UNLOADER,,,Barrens,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Barrens,Barrens Pricelist 2025.csv,22mm SCREW COUPLER X 1/4 FPT,,,Barrens,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Barrens,Barrens Pricelist 2025.csv,22mm SCREW COUPLER X 22mm SCREW COUPLER,,,Barrens,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Barrens,Barrens Pricelist 2025.csv,MTM HI-LO VARIABLE 3.0 (1.1mm) NOZZLE WHITE DOT,,,Barrens,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Barrens,Barrens Pricelist 2025.csv,MTM HI-LO VARIABLE NOZZLE 3.5 (1.2mm) YELLOW DOT,,,Barrens,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,Barrens,Barrens Pricelist 2025.csv,"1/8"" MPT 5.5 Orifice 25° Pressure Washer Nozzle",,,Barrens,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Forged Chemical Injector - Stainless Steel with Check Valve,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,1/4 High Pressure Tips Stainless Steel,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Ure-Shades Paver Sealing Tint,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MTM Hydro RotoJet Turbo Nozzles,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,1/4 Meg Brass Softwash / Downstream Tips *19,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Suttner Turbo Nozzles,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Assembled Downstream Jrod 4 Nozzle Holder w/ Tips,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Assembled High Pressure Jrod 4 Nozzle Holder w/ Tips,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,MTM Hydro Non-Molded Aluminum Lance,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Red Nozzle 0 Degree Tip,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Yellow Nozzle 15 Degree Tip,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Green Nozzle 25 Degree Tip,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,White Nozzle 40 Degree Tip,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Hose Reel Stack Kit (Choose Option),,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,1/4 Meg Stainless Steel Softwash / Downstream Tips,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,O-Ring Pack of 100,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Twin Turbo Lance - Suttner,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Twin Turbo Lance - MTM Hydro RotoJet,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,B-K5530HC Bandit 5.5GPM at 3000PSI Honda GX390 Belt Drive With Comet Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,B-K5530HG Bandit 5.5GPM at 3000PSI Honda GX390 Belt Drive With General Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,B-K8025HC Bandit 8GPM at 2500PSI Honda GX390 With Comet Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,B-K8035HC Bandit 8 gpm at 3500 psi Honda GX690 With Comet Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,B-K8035HG Bandit 8GPM at 3500psi Honda GX690 With General Pump,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,B-K8040HG Bandit 8 gpm at 4000 psi Honda IGX800 Commercial Pressure Washer,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Yellow PonaSpray Hose - 300ft Roll,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Yellow PonaSpray Hose - By The Foot,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,6 AWG Battery Cable - Red | Black,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Set of Battery Cables for Electric Start Machines,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,General Pump Complete Stainless Steel Forged Injector with Check Valve & QC Fittings,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Dragon Hot Box System,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Davis Shooter Tip,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,"1-1/4"" Drop Tube Filter w/ Bushing",,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
renamed_customer_facing_duplicate,MPWSR,MPWSR Price List May '25.csv,Soft Wash Mixing Manifold Block | Black & Clear | 3-Port & 4-Port,,,MPWSR,,,"Clarified duplicate customer-facing names by appending distinguishing spec, pack, material, or SKU labels."
