Batch Number,Batch Row,Square Token,Reference Handle,SKU,Square Item Name,Square Variation Name,Catalog Item Name,Customer-facing Name,Reporting Category,Default Vendor Name,Local Image Filename,Local Image Relative Path,Local Image Absolute Path,Website Image URL
1,109,RS3SYKNR7TXZ5ML6R26EHQKP,#lubricant-packet-,T-LUBE,Lubricant Packet,,Lubricant Packet,Lubricant Packet,Tucker,Tucker,T-LUBE.png,Images\Tucker images\T-LUBE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-LUBE.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/lubricant-packet-901289.jpg?v=1746392327
1,110,QFAGPN7GCAWC2WKBCAOFDR3L,#male-and-female-quick-connect-for-pole-hose-and-garden-hose-,60040-005,Male and Female Quick connect for pole hose and garden hose,,Male and Female Quick connect for pole hose and garden hose,Male and Female Quick Connect for Pole Hose and Garden Hose,Tucker,Tucker,60040-005.png,Images\Tucker images\60040-005.png,C:\Codex\AZCS Inventory\Images\Tucker images\60040-005.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/male-and-female-quick-connect-for-pole-hose-and-garden-hose-766782.jpg?v=1746392533
1,111,ADEG2IDBZKVTD5YPM552Y5NR,#max-output-110v-complete-,T-MO-110,Max Output 110v Complete,,Max Output 110v Complete,Tucker® Max Output 5-Stage RO/DI System,Tucker,Tucker,T-MO-110.jpeg,Images\Tucker images\T-MO-110.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-MO-110.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/tucker-max-output-5-stage-rodi-system-124622.jpg?v=1770223109
1,112,2SFCZHZAYSFAIIDL5TGCBW6C,#no-flat-wheel-,T-WHEEL-NF,No Flat Wheel,,No Flat Wheel,No Flat Wheel,Tucker,Tucker,T-WHEEL-NF.png,Images\Tucker images\T-WHEEL-NF.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-WHEEL-NF.png,
1,113,TQOPASETJG32CAB3BARFCZ2K,#no-flat-wheel-retrofit-kit-w-2-bolts-and-2-split-washers-,T-NOFLAT-KIT,No Flat Wheel Retrofit Kit w/ 2 bolts and 2 split washers,,No Flat Wheel Retrofit Kit w/ 2 bolts and 2 split washers,No Flat Wheel Retrofit Kit,Tucker,Tucker,T-NOFLAT-KIT.png,Images\Tucker images\T-NOFLAT-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-NOFLAT-KIT.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/no-flat-wheel-retrofit-kit-114472.jpg?v=1746392735
1,114,OPS7PCCLJ2LMCFFTB5YPC25X,#o-ring-for-2-5-housing-,20067-SMALL,"O-ring for 2.5"" Housing",,"O-ring for 2.5"" Housing",Replacement O-ring for Tucker® Carbon Housing,Tucker,Tucker,20067-SMALL.png,Images\Tucker images\20067-SMALL.png,C:\Codex\AZCS Inventory\Images\Tucker images\20067-SMALL.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/replacement-o-ring-for-tucker-carbon-housing-446279.jpg?v=1746392674
1,115,NB2KTXXGAOC5GEY7RWY3G264,#o-ring-for-4-5-housing-,20067-LARGE,"O-ring for 4.5"" Housing",,"O-ring for 4.5"" Housing",Replacement O-ring for Tucker® DI Housing,Tucker,Tucker,20067-LARGE.png,Images\Tucker images\20067-LARGE.png,C:\Codex\AZCS Inventory\Images\Tucker images\20067-LARGE.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/replacement-o-ring-for-tucker-di-housing-623971.jpg?v=1746392897
1,116,KGXWWNU5KIVBSKSUCEH4WRFI,#plastic-euro-tip-for-1-clamp-,T-EURO-TIP-PLASTIC,Plastic Euro Tip for #1 Clamp,,Plastic Euro Tip for #1 Clamp,Tucker® Euro Tip,Tucker,Tucker,T-EURO-TIP-PLASTIC.png,Images\Tucker images\T-EURO-TIP-PLASTIC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-EURO-TIP-PLASTIC.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/tucker-euro-tip-486717.jpg?v=1746392648
1,117,LTPL264GJPXKBPXHCSUG7KZW,#plastic-rinse-bar-xl-w-screws-,T-OTT-XL-V2-P,Plastic Rinse Bar XL w/SCREWS,,Plastic Rinse Bar XL,Tucker® Over the Top Rinse Bar Large PLASTIC,Tucker,Tucker,T-OTT-XL-V2-P.png,Images\Tucker images\T-OTT-XL-V2-P.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-OTT-XL-V2-P.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/tucker-over-the-top-rinse-bar-large-plastic-125982.jpg?v=1746392932
1,118,IOKDFZR5CJTI32TGEUQQE44U,#reel-base-for-tucker-reels-,T-RB,Reel Base for Tucker? Reels,,Reel Base for Tucker® Reels,Reel Base for Tucker® Reels,Tucker,Tucker,T-RB.png,Images\Tucker images\T-RB.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-RB.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/reel-base-for-tucker-reels-8177465.png?v=1753305978
1,119,6J2WQRXVWFFEVA2BS4KTUYE6,#replacement-battery-for-flow-controller-,80004-BAT,Replacement Battery for Flow Controller,,Replacement Battery for Flow Controller,Replacement Battery for Flow Controller,Tucker,Tucker,80004-BAT.png,Images\Tucker images\80004-BAT.png,C:\Codex\AZCS Inventory\Images\Tucker images\80004-BAT.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/replacement-battery-for-flow-controller-660357.jpg?v=1746392526
1,120,LTOCTE4I73UMBF37QKTMUL6G,#replacement-brush-socket-regular,T-SOCKET-90,Replacement Brush Socket,Regular,"EURO Brush Socket, Black","EURO Brush Socket, Black",Tucker,Tucker,T-SOCKET-90.png,Images\Tucker images\T-SOCKET-90.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-SOCKET-90.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/euro-brush-socket-black-9698643.png?v=1753305972
1,121,2ZWYOYZZP6MHYG27W2S6GS6C,#rival-ro-di-cart-,T-CART-RIVAL,RIVAL RO/DI Cart,,Tucker Rival RO/DI Cart,Tucker Rival RO/DI Cart,Tucker,Tucker,T-CART-RIVAL-V2.jpeg,Images\Tucker images\T-CART-RIVAL-V2.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-CART-RIVAL-V2.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/rival-v2-by-tucker-stainless-steel-4-stage-rodi-system-831308.jpg?v=1746392065
1,122,P5O3NMB7KD465L6NO2TK2YZQ,#rival-stage-diy-kit-,T-RIVAL+DIY,RIVAL+ stage DIY KIT,,RIVAL+ stage DIY KIT,Tucker® DIY 4-Stage RO/DI Kit,Tucker,Tucker,T-RIVAL+DIY.png,Images\Tucker images\T-RIVAL+DIY.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-RIVAL+DIY.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/tucker-diy-4-stage-rodi-kit-787466.jpg?v=1746392398
1,123,BQTNCOX6QAASUZW4SUYM5HRD,#ro-preserve-,20000,RO PRESERVE,,RO PRESERVE,RO Preserve,Tucker,Tucker,20000.png,Images\Tucker images\20000.png,C:\Codex\AZCS Inventory\Images\Tucker images\20000.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/ro-preserve-901801.jpg?v=1746393089
1,124,GHSE43O35XFWJNA5MY7KKJCL,#saddle-clamp-for-ss-housing-,12021-A-SS,Saddle Clamp for SS Housing,,Saddle Clamp for SS Housing,Stainless Steel Housing Clamp,Tucker,Tucker,12021-A-SS.png,Images\Tucker images\12021-A-SS.png,C:\Codex\AZCS Inventory\Images\Tucker images\12021-A-SS.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/stainless-steel-housing-clamp-618734.jpg?v=1746392902
1,125,FSMZK4XCTYDEQDQ4HMHRNXXN,#shaft-end-of-adjustable-tucker-gooseneck-,T-GN-ADJ-V2,Shaft end of adjustable Tucker Gooseneck,,Shaft end of adjustable Tucker Gooseneck,V2 end of Adjustable Tucker® Gooseneck,Tucker,Tucker,T-GN-ADJ-V2.png,Images\Tucker images\T-GN-ADJ-V2.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-GN-ADJ-V2.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/v2-end-of-adjustable-tucker-gooseneck-960696.jpg?v=1746392426
1,126,GHAEDL7KPXF3EIONI4P5DPB2,#solar-alpha-20-,T-20ALPHA-SOLAR,Solar Alpha 20,,Solar Alpha 20,Solar Alpha 20,Tucker,Tucker,T-20ALPHA-SOLAR.jpeg,Images\Tucker images\T-20ALPHA-SOLAR.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-20ALPHA-SOLAR.jpeg,
1,127,HRUDDIY4IRCMPIAHJZOZMVMU,#solar-boost-27-w-alpha-solar-brush-,SOLAR-BOOST-COMPLETE,Solar Boost 27 w/ Alpha solar brush,,Solar Boost 27 w/ Alpha solar brush,Solar Boost 27' Water-Fed Pole Kit w/ XL Alpha Badger Solar Brush,Tucker,Tucker,SOLAR-BOOST-COMPLETE.jpeg,Images\Tucker images\SOLAR-BOOST-COMPLETE.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\SOLAR-BOOST-COMPLETE.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/solar-boost-27-water-fed-pole-kit-w-alpha-solar-brush-263867.jpg?v=1749562917
1,128,PRQ3FAKG4AE43NJHLTT22XAD,#spot-free-100-gallon-ro-di-dual-user-,T-100-PRO-DU,Spot Free 100 Gallon RO/DI Dual User,,Spot Free 100 Gallon RO/DI Dual User,Spot Free 100 Gallon RO/DI Dual User,Tucker,Tucker,T-100-PRO-DU.png,Images\Tucker images\T-100-PRO-DU.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-100-PRO-DU.png,
1,129,LAH7ZFJ3OMSEKHEOOL2ZZ2PF,#standard-size-boar-bristle-brush-,T-12BB,Standard Size Boar Bristle Brush,,Standard Size Boar Bristle Brush,Standard Size Boar Bristle Brush,Tucker,Tucker,T-12BB.png,Images\Tucker images\T-12BB.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-12BB.png,
1,130,5SM52HGWOCXD2H3FIL6P56OU,#standard-size-boar-bristle-brush-w-head-,T-12BBH,Standard Size Boar Bristle Brush w/Head,,Standard Size Boar Bristle Brush w/ Head,Standard Size Boar Bristle Brush w/ Head,Tucker,Tucker,T-12BBH.png,Images\Tucker images\T-12BBH.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-12BBH.png,
1,131,UKXSO5HJIQD54FM6QRZZERQ6,#standard-size-rinse-bar-v2-,T-OTT-STD-V2,Standard Size Rinse Bar V2,,Standard Size Rinse Bar V2,Tucker® Over the Top Rinse Bar Small - Plastic,Tucker,Tucker,T-OTT-STD-V2.png,Images\Tucker images\T-OTT-STD-V2.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-OTT-STD-V2.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/tucker-over-the-top-rinse-bar-small-plastic-897900.jpg?v=1746392934
1,132,I6DCTQO34CN4F2FEWICPF3BW,#threaded-barrel-only-for-clamp-body-,T-CLAMPBARREL-THREADED,Threaded Barrel only for clamp body,,Threaded Barrel only for clamp body,Threaded Barrel only for clamp body,Tucker,Tucker,T-CLAMPBARREL-THREADED.png,Images\Tucker images\T-CLAMPBARREL-THREADED.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-CLAMPBARREL-THREADED.png,
1,133,EPTM5UT6SANMKCDSVMQIBWDH,#tucker-10-clamp-set-w-euro-tip-,T-10PC-SET,Tucker 10 clamp set w/euro tip,,Tucker 10 clamp set w/ euro tip,10 Clamp Replacement Set,Tucker,Tucker,T-10PC-SET.jpeg,Images\Tucker images\T-10PC-SET.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-10PC-SET.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/10-clamp-replacement-set-524902.jpg?v=1746392615
1,134,TH4FD7O2HIONF6QRS244QZ6Q,#tucker-110v-booster-pump-system-regular,12025-V2,Tucker 110v Booster Pump System,Regular,Tucker® 110v Booster Pump System,Booster Pump System - 110v,Tucker,Tucker,12025-V2.jpeg,Images\Tucker images\12025-V2.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\12025-V2.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/booster-pump-system-110v-273053.jpg?v=1746393096
1,135,CSYRING6I5AONES2XVDBMPL4,#tucker-3-clamp-set-w-euro-tip-,T-3PC-SET,Tucker 3 clamp set w/euro tip,,Tucker 3 clamp set w/ euro tip,3 Clamp Replacement Set,Tucker,Tucker,T-3PC-SET.jpeg,Images\Tucker images\T-3PC-SET.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-3PC-SET.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/3-clamp-replacement-set-656416.jpg?v=1746392626
1,136,56A5UIYZZPE72BR6WP3XOAK4,#tucker-4-stage-ro-di-cart-,T-4060,Tucker 4 Stage RO/DI Cart,,Tucker 4 Stage RO/DI Cart,Tucker 4 Stage RO/DI Cart,Tucker,Tucker,T-4060.jpeg,Images\Tucker images\T-4060.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-4060.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/tucker-4-stage-rodi-cart-7664208.jpg?v=1753306034
1,137,BLSECK3BZ3OVBVLF5KDGSCVI,#tucker-5-clamp-set-w-euro-tip-,T-5PC-SET,Tucker 5 clamp set w/euro tip,,Tucker 5 clamp set w/ euro tip,5 Clamp Replacement Set,Tucker,Tucker,T-5PC-SET.jpeg,Images\Tucker images\T-5PC-SET.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-5PC-SET.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/5-clamp-replacement-set-657861.jpg?v=1746392624
1,138,A5AHGY53KLIDM6OBOHFKBPVI,#tucker-7-clamp-set-w-euro-tip-,T-7PC-SET,Tucker 7 clamp set w/euro tip,,Tucker 7 clamp set w/ euro tip,7 Clamp Replacement Set,Tucker,Tucker,T-7PC-SET.jpeg,Images\Tucker images\T-7PC-SET.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-7PC-SET.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/7-clamp-replacement-set-525641.jpg?v=1746392621
1,139,AB62MSQ7LPRIAQDGHXYLQK47,#tucker-9-clamp-set-w-euro-tip-,T-9PC-SET,Tucker 9 clamp set w/euro tip,,Tucker 9 clamp set w/ euro tip,9 Clamp Replacement Set,Tucker,Tucker,T-9PC-SET.jpeg,Images\Tucker images\T-9PC-SET.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-9PC-SET.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/9-clamp-replacement-set-689531.jpg?v=1746392618
1,140,7HNRUUWIPSUHWE67OWBEFAVP,#tucker-alpha-glide-,T-12ALPHA-GL-STD,Tucker Alpha Glide,,Tucker® Alpha Glide,Tucker® Alpha Glide - SKU T-12ALPHA-GL-STD,Tucker,Tucker,T-12ALPHA-GL-STD.png,Images\Tucker images\T-12ALPHA-GL-STD.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-12ALPHA-GL-STD.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/tucker-alpha-glide-533445.jpg?v=1746392224
1,141,YUWMKFXJB66XGAM2DLISZJJQ,#tucker-alpha-glide-xl-,T-18ALPHA-GL,Tucker Alpha Glide XL,,Tucker® Alpha Glide XL,Tucker® Alpha Glide - XL,Tucker,Tucker,T-18ALPHA-GL.png,Images\Tucker images\T-18ALPHA-GL.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-18ALPHA-GL.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/tucker-alpha-glide-533445.jpg?v=1746392224
1,142,A6UNZAOAMHFKHRNWNUOQAEVZ,#tucker-di-tank-1-cube-kit-,T-DI-TANK-935-KIT,Tucker DI Tank 1 Cube KIT,,Tucker® DI Tank 1 Cube KIT,Tucker® DI Tank 1 Cubic Foot Kit,Tucker,Tucker,T-DI-TANK-935-KIT.png,Images\Tucker images\T-DI-TANK-935-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-DI-TANK-935-KIT.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/tucker-di-tank-1-cubic-foot-kit-593515.jpg?v=1746392227
1,143,XQOODPFOI32E33KW7OGGGA3B,#tucker-h2go-w-remote-regular,T-20-MOBI-C,Tucker H2Go w/ Remote,Regular,H2Go w/ Remote,H2Go w/ Remote,Tucker,Tucker,T-20-MOBI-C.jpeg,Images\Tucker images\T-20-MOBI-C.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-20-MOBI-C.jpeg,
1,144,2OQ7ZXO2QLS75LE6KTGKSITE,#tucker-h2pro-wp-regular,H2PROWP,Tucker H2Pro WP,Regular,Tucker H2Pro WP,Tucker H2Pro WP,Tucker,Tucker,10041-SS.jpeg,Images\Tucker images\10041-SS.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\10041-SS.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/RHG-18.jpg?v=1746391989
1,145,PNLCUN6NZTLHT73R4OZ2ODYH,#tucker-hand-carry-hose-reel-w-o-hose-,70009-BARE,Tucker Hand Carry Hose Reel W/O Hose,,Tucker Hand Carry Hose Reel w/ O Hose,Tucker Hand Carry Hose Reel w/ O Hose,Tucker,Tucker,70009-BARE.jpeg,Images\Tucker images\70009-BARE.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\70009-BARE.jpeg,
1,146,PSKTMHWTWWZHLDLZBIJQLJWU,#tucker-mini-scrubber-replacement-pad-walnut-,40019-WNP,Tucker mini scrubber replacement pad - Walnut,,Tucker® mini scrubber replacement pad - Walnut,Tucker® Mini Scrubber Replacement Pad - Walnut,Tucker,Tucker,40019-WNP.png,Images\Tucker images\40019-WNP.png,C:\Codex\AZCS Inventory\Images\Tucker images\40019-WNP.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/tucker-mini-scrubber-replacement-pad-walnut-798327.jpg?v=1746392422
1,147,IBFMK4XTMU6IT2S4Q6YCQES5,#tucker-mini-scrubber-w-extra-pad-,40019,Tucker Mini scrubber w/extra pad,,Tucker® Mini scrubber w/ extra pad,Tucker® Mini Scrubber,Tucker,Tucker,40019.png,Images\Tucker images\40019.png,C:\Codex\AZCS Inventory\Images\Tucker images\40019.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/tucker-mini-scrubber-467418.jpg?v=1746392424
1,148,3U6RWANNIVYRRPZ3LQGKIPVC,#tucker-mqc-v2-,60005-V2,Tucker MQC - V2,,Tucker® MQC - V2,Tucker® MQC - V2,Tucker,Tucker,60005-V2.png,Images\Tucker images\60005-V2.png,C:\Codex\AZCS Inventory\Images\Tucker images\60005-V2.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/tucker-mqc-v2-7338279.png?v=1753306141
1,149,IQNPB4FRSGTZ6I6Q27UBQVKI,#tucker-reel-handle-arm-,65000-ARM,Tucker Reel Handle Arm,,Tucker Reel Handle Arm,Tucker Reel Handle Arm,Tucker,Tucker,65000-ARM.jpeg,Images\Tucker images\65000-ARM.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\65000-ARM.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/tucker-reel-handle-arm-5889184.jpg?v=1753306108
1,150,PWFNE7ZA7XJY4G2CFAP2M7CV,#tucker-resin-bags-regular,20007-10,Tucker Resin Bags,Regular,Tucker® DI Virgin Resin - 10 Bags,Tucker® DI Virgin Resin - 10 Bags,Tucker,Tucker,20007-10.png,Images\Tucker images\20007-10.png,C:\Codex\AZCS Inventory\Images\Tucker images\20007-10.png,
1,151,O4Y7IPLXBK4GIXL47HFUBKEE,#tucker-swivel-assembly-,T-SWIVEL-V1,Tucker Swivel Assembly,,Tucker® Swivel Assembly,Tucker® Swivel Assembly,Tucker,Tucker,T-SWIVEL-V1.png,Images\Tucker images\T-SWIVEL-V1.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-SWIVEL-V1.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/tucker-swivel-assembly-8090850.png?v=1753305974
1,152,KOTL2JQAA5HZWDXLVXVVKDHY,#tucker-swivel-assembly-w-quick-release-for-1-clamp-,T-SWIVEL-V2,Tucker Swivel Assembly w/ Quick Release for #1 Clamp,,Tucker® Swivel Assembly w/ Quick Release for #1 Clamp,Tucker® Swiveling Gooseneck V2,Tucker,Tucker,T-SWIVEL-V2.png,Images\Tucker images\T-SWIVEL-V2.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-SWIVEL-V2.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/tucker-swiveling-gooseneck-v2-673680.jpg?v=1746392564
1,153,COE7BBZPNXBCY6ICPZ373BW7,#ultimate-kit-for-commercial-40--,T-ULTIMATE-C-40,Ultimate Kit for Commercial 40',,Ultimate Kit for Commercial 40',The ULTIMATE Commercial Kit 40',Tucker,Tucker,T-ULTIMATE-C-40.png,Images\Tucker images\T-ULTIMATE-C-40.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-ULTIMATE-C-40.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/the-ultimate-commercial-kit-40-2395612.png?v=1764653828
1,154,6QSJGZO56VLUOIEXXH7Z7IVG,#ultimate-kit-for-commercial-50--,T-ULTIMATE-C-50,Ultimate Kit for Commercial 50',,Ultimate Kit for Commercial 50',The ULTIMATE Commercial Kit 50',Tucker,Tucker,T-ULTIMATE-C-50.png,Images\Tucker images\T-ULTIMATE-C-50.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-ULTIMATE-C-50.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/the-ultimate-commercial-kit-50-6116872.png?v=1764653828
1,155,3SLUHSECMK3QYBYQHSPD4RU3,#ultimate-kit-for-commercial-60--,T-ULTIMATE-C-60,Ultimate Kit for Commercial 60',,Ultimate Kit for Commercial 60',The ULTIMATE Commercial Kit 60',Tucker,Tucker,T-ULTIMATE-C-60.png,Images\Tucker images\T-ULTIMATE-C-60.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-ULTIMATE-C-60.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/the-ultimate-commercial-kit-60-6879806.png?v=1764653827
1,156,GGFNBY4K3ISCYC4FVYBCC4MV,#ultimate-kit-for-commercial-70--,T-ULTIMATE-C-70,Ultimate Kit for Commercial 70',,Ultimate Kit for Commercial 70',The ULTIMATE Commercial Kit 70',Tucker,Tucker,T-ULTIMATE-C-70.png,Images\Tucker images\T-ULTIMATE-C-70.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-ULTIMATE-C-70.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/the-ultimate-commercial-kit-70-4261918.png?v=1764653827
1,157,T3OGCVBZHEHP3H2KOLA3AF6M,#ultimate-residential-kit-,T-ULTIMATE-KIT-RES,Ultimate Residential Kit,,Ultimate Residential Kit,ULTIMATE Rival Residential Kit - SKU T-ULTIMATE-KIT-RES,Tucker,Tucker,T-ULTIMATE-KIT-RES.png,Images\Tucker images\T-ULTIMATE-KIT-RES.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-ULTIMATE-KIT-RES.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/the-ultimate-residential-kit-549344.jpg?v=1746392529
1,158,5EVDJVSGETVMKO7WCPIMXNRL,#ultimate-residential-kit-with-tucker-40-upgrade-,T-ULTIMATE-KIT-RES-40UGK,Ultimate Residential Kit with Tucker 40 upgrade,,Ultimate Residential Kit with Tucker® 40 upgrade,ULTIMATE Rival Residential Kit - Tucker 40 upgrade,Tucker,Tucker,T-ULTIMATE-KIT-RES-40UGK.png,Images\Tucker images\T-ULTIMATE-KIT-RES-40UGK.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-ULTIMATE-KIT-RES-40UGK.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/the-ultimate-residential-kit-549344.jpg?v=1746392529
1,159,XD4ZTHKBOMRNIXSWKX2YEKMT,#water-fed-delivery-pump-,12034,Water-Fed Delivery Pump,,Water-Fed Delivery Pump,Tucker® Delivery Pump,Tucker,Tucker,12034.png,Images\Tucker images\12034.png,C:\Codex\AZCS Inventory\Images\Tucker images\12034.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/tucker-delivery-pump-197094.jpg?v=1746393114
1,160,BENOQXPN6YREY35233SJHCH3,#wood-cone-tip-for-acme-tips-,T-WCT,Wood Cone Tip for Acme Tips,,Wood Cone Tip for Acme Tips,Wood Cone Tip,Tucker,Tucker,T-WCT.png,Images\Tucker images\T-WCT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-WCT.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/wood-cone-tip-480580.jpg?v=1746392266
1,161,RTZT6G2GBD7ULBV2UK4T2PX3,#xl-nylon-alpha-brush-,T-18ALPHA-DT-XL,XL Nylon Alpha Brush,,XL Nylon Alpha Brush,XL Nylon Alpha Brush,Tucker,Tucker,T-18ALPHA-DT-XL.jpeg,Images\Tucker images\T-18ALPHA-DT-XL.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-18ALPHA-DT-XL.jpeg,
